epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.029388156399798,0.30113734814292686,1.0204977526593564,0.039159360923866786
1,0.001,0.8117836135536877,0.5020099972950814,0.6590990949032912,0.6293962555979561
2,0.001,0.6705443396497128,0.5886358780453277,0.5460007724477284,0.6722008066040728
3,0.001,0.5715965263879121,0.6212977521535841,0.5091930183012094,0.6906607259494236
4,0.001,0.47782729855224265,0.6693705547877977,0.4417052420217599,0.6875490832417528
5,0.001,0.41972193833607346,0.6802436879450114,0.36062639417932996,0.7452712054632976
6,0.001,0.37682107847128343,0.6935906395436966,0.3413132945103432,0.7444378818439664
7,0.001,0.3559225410667818,0.6989431151412233,0.48754776191355575,0.5627442588418154
8,0.001,0.3316090195926268,0.7085311493252177,0.28227704607728704,0.7749943861501699
9,0.001,0.3291252462276772,0.6961923781845203,0.32910976614525067,0.7546169583745206
10,0.001,0.3116937546587702,0.7167857644480611,0.3140811986887633,0.7043312382455268
11,0.001,0.29950770891424433,0.7167964553115069,0.23209412129067664,0.7989915050704629
12,0.001,0.2814784468109928,0.736997041540922,0.23774210041138663,0.7925060395745059
13,0.001,0.2824511788229444,0.7272149907876629,0.23881295189928653,0.7876318855753047
14,0.001,0.27194068436302354,0.7445089960534855,0.24117835355338765,0.7827108563179538
15,0.001,0.2640567279573697,0.7388547787786763,0.24763927642089217,0.7862465495740629
16,0.001,0.25315903994574473,0.7617090163882171,0.2136832190983331,0.8129417153509109
17,0.001,0.2667459976762088,0.7422805384506785,0.21435749575273313,0.8039750284978917
18,0.001,0.2540342974573819,0.7549182764760561,0.20501243400929578,0.8087084571578573
19,0.001,0.2578774164639302,0.756259691857355,0.23206789791584015,0.7980799520685224
20,0.001,0.24864124428870074,0.7529033922483536,0.2537115927952439,0.7941765819303519
21,0.001,0.2512451948514625,0.749998371535559,0.2101829038627112,0.8144345927904929
22,0.001,0.24804960836225481,0.7533541004115939,0.3506032366361191,0.7440999524276296
23,0.001,0.24230134353708865,0.7460527361382235,0.18609686418255764,0.8245979894293166
24,0.001,0.24008890319226392,0.7645414008128951,0.19870101982977853,0.8208024580093856
25,0.001,0.23751109360314127,0.7606460575913007,0.19194770926859842,0.8210966534042881
26,0.001,0.23220988641034312,0.7709746947924123,0.19721030610710827,0.8171513111544499
27,0.001,0.21989454295653016,0.7832788970809582,0.19202976440315817,0.8252022781371567
28,0.001,0.22415230034002617,0.7709285333107222,0.182455007709674,0.8261531530455327
29,0.001,0.22994148531066838,0.7737665899419873,0.18083733364717283,0.8280380421289768
30,0.001,0.22841498789502612,0.7681283653771048,0.18699195981025696,0.8219201545872838
31,0.001,0.22174554974285524,0.7709568630754089,0.20267923154048065,0.8146195581240393
32,0.001,0.21497345504476062,0.7825996502426487,0.18335838727097012,0.8250402586515415
33,0.001,0.21644074458684495,0.7810921543166953,0.18078077039611873,0.8262831479071887
34,0.001,0.22814750259936745,0.7668711731971973,0.18605889935991657,0.8206282920329258
35,0.001,0.22201743266030924,0.7748820193678838,0.17485484547579466,0.8271825053755534
36,0.001,0.21391693780671306,0.7808106495805703,0.21860985435656646,0.800957056017602
37,0.001,0.2226003063703651,0.7722476304527909,0.19027689722046923,0.8248176335376834
38,0.001,0.21213358440505925,0.7849530749455783,0.23169447948683553,0.7895518687433846
39,0.001,0.20825914838420811,0.7859311656994552,0.18691455205874657,0.8242194469707322
40,0.001,0.21296214334555527,0.7816122928224968,0.19176039411060847,0.8098205285129864
41,0.001,0.2025591188402318,0.7932420889868619,0.18380485297139013,0.8224934484665177
42,0.001,0.20533357838641353,0.7865526180531446,0.17411632391054238,0.8246472568976917
43,0.001,0.20785055643142158,0.7908732866906669,0.17923456608359492,0.8247709198814291
44,0.001,0.20516358260343323,0.7877973462769965,0.1815040631970363,0.8239018817362781
45,0.001,0.20181261559030902,0.7919528881719868,0.21951846133417158,0.7995622936105444
46,0.001,0.2054181965206986,0.7862612946188788,0.18342750063583033,0.8262883121113649
47,0.001,0.20247093855000253,0.793144757392793,0.20168291944176403,0.8085160924768088
48,0.001,0.20215588941502927,0.7950899765496644,0.17324556610477504,0.8292644112980386
49,0.001,0.20662543944903275,0.791307800388234,0.18512394668450996,0.8227476746631132
50,0.001,0.20628626021876265,0.7783621963823426,0.20081491078903427,0.8104855336166589
51,0.001,0.20652854842926138,0.7904097432812899,0.16588687718804204,0.8351783598359068
52,0.001,0.201258909124047,0.7836075889550331,0.2129534347288644,0.8037131818031263
53,0.001,0.21941493940887166,0.7832649604126205,0.18510820438612752,0.8284701971807577
54,0.001,0.213357474821717,0.7804665086256303,0.1733015995861879,0.8344127903048547
55,0.001,0.19464595237774635,0.7989720740199034,0.16508065342013514,0.8348404774519497
56,0.001,0.19340531772641995,0.7987870632588336,0.16969185556048777,0.8316692486476652
57,0.001,0.2050847106460315,0.7872225054714251,0.16936211710545554,0.8362635789834497
58,0.001,0.2077194194295513,0.7872080049063501,0.17480942807090816,0.8262911206602399
59,0.001,0.21607819110599916,0.7750460887112356,0.1718328125886063,0.8304347379758267
60,0.001,0.19409718909370366,0.7974296615759061,0.16212919376679322,0.837627532376805
61,0.001,0.20159973915833146,0.7934170834832468,0.16345029580059336,0.8383744860806741
62,0.001,0.20558405611942063,0.775840506199053,0.18541395819898862,0.8229143949614526
63,0.001,0.2066055602991759,0.7783583983542531,0.19459380142724336,0.8203755248144647
64,0.001,0.19384229817052387,0.7981806937494597,0.17675967247628455,0.8319421000748721
65,0.001,0.2001378596273821,0.7902549708292661,0.16588424568745627,0.8385796183765103
66,0.001,0.18707805716279727,0.8096090795159254,0.181511007360558,0.8242582485846244
67,0.001,0.1917372478255585,0.801622912341107,0.17168036926148542,0.8333201229088266
68,0.001,0.21190602943968417,0.7726477442867324,0.16870928789252665,0.8342557395770974
69,0.001,0.19116658572830372,0.7990192878514786,0.16677318357709628,0.8372101767863069
70,0.001,0.20602866573565043,0.7800398891950286,0.16595577793334848,0.837556093138665
71,0.001,0.19238202752017264,0.7955553228249723,0.16543884775531825,0.8359578333932842
72,0.001,0.19676828784729117,0.7954636796603689,0.16547196213878804,0.8385819474339796
73,0.001,0.19081939901433773,0.8023957640935309,0.16520218328753514,0.83475475002512
74,0.001,0.1979602646471849,0.7877511014409485,0.17008864101189286,0.8324244319534847
75,0.001,0.19584163200499408,0.7910779780250213,0.16320709417115398,0.8381922955613093
76,0.001,0.1931701874110236,0.7981924863894427,0.1680350310322064,0.8357718290837086
77,0.001,0.19017669825411554,0.7993343670089083,0.16775127867264533,0.8345760100722082
78,0.001,0.18893879663143584,0.7998434043685735,0.16980987698284547,0.8318811097157814
79,0.001,0.19776333479294136,0.7872630384153165,0.16244028997955037,0.8369059888397329
80,0.001,0.19037553434496496,0.8011009279893604,0.16427824301506155,0.8357388948683692
81,0.001,0.18367999603054416,0.8050301877817607,0.1622139202125037,0.8380052264099476
82,0.001,0.1920428195996071,0.7964280557036885,0.16928644411599458,0.8358453758970712
83,0.001,0.19813541200623583,0.7968501144201353,0.1631105357586448,0.836619285082183
84,0.001,0.17971516789785072,0.8116306156574588,0.16557149411137426,0.8346574168486035
85,0.001,0.19664385547833657,0.7896149572000778,0.17482771624380083,0.8286693163875805
86,0.001,0.19409699793627014,0.7888325388400313,0.16608549676724335,0.8342191205164226
87,0.001,0.17590832632424228,0.8104151638570096,0.16364986994373265,0.8363956561303507
88,0.001,0.19658615729257242,0.7889366454040205,0.16718448765242278,0.8333985039659267
89,0.001,0.18774806330008292,0.8018921597592602,0.1693829280226978,0.8313924407554201
90,0.001,0.18091425833417407,0.8081285796655228,0.16336555956904567,0.8371250994543883
91,0.001,0.19763534994267706,0.7956445943499897,0.16455271484246894,0.8346780718017582
92,0.001,0.19246356978790083,0.8014343654672927,0.16305244947547343,0.8350900945814657
93,0.001,0.19690681982841066,0.7883558450010182,0.16050027599975245,0.8381464049581158
94,0.001,0.19030533019286483,0.8005423453853646,0.16689274048627312,0.8341481524610304
95,0.001,0.18894941537682688,0.7986277356539175,0.1613811665951316,0.8372946134610643
96,0.001,0.18504688355015286,0.7992444217122959,0.16212674174735794,0.8381419270514807
97,0.001,0.19452472120078643,0.7936244084540801,0.16383314955590375,0.8358811324760033
98,0.001,0.19482239168971333,0.7887453060276443,0.16319739640648687,0.8353305480345823
99,0.001,0.19263857436269077,0.7957053306749207,0.1606630649584443,0.8368738493234673
